poi_code	orig_postcode	orig_city	orig_street	orig_housenumber	orig_conscriptionnumber	orig_name	new_postcode	new_city	new_street	new_housenumber	new_conscriptionnumber	new_name
*	5800	Mezőkovácsháza	Árpád út	*			5800	Mezőkovácsháza	Árpád utca	*		
*	5800	Mezőkovácsháza	Mezőhegyesi út				5800	Mezőkovácsháza	Végegyházi út			
*	5820	Mezőhegyes	Kinizsi tér	*			5820	Mezőhegyes	2654423	*		
*	5900	Orosháza	Vásárhely utca	23/A			5900	Orosháza	Vásárhelyi út	23/a		
*	5900	Orosháza	Fasor utca				5904	Orosháza	Fasor utca			
*	5900	Orosháza	Gyopárosi út				5904	Orosháza	Gyopárosi út			
*	5919	Pusztaföldvár	Rákóczi utca	*			5919	Pusztaföldvár	Rákóczi út	*		
*	5931	Nagyszénás	HONVÉD u	*			5931	Nagyszénás	Honvéd utca	*		
*	5931	Nagyszénás	Petőfi utca	*			5931	Nagyszénás	Petőfi Sándor utca	*		
*	5931	Nagyszénás	Zrínyi utca	*			5931	Nagyszénás	Zrínyi Miklós utca	*		
*	5932	Gádoros	Kossuth utca	*			5932	Gádoros	Kossuth Lajos utca	*		
*	6000	Kecskemét	Békéscsabai út	.			6000	Kecskemét	Békéscsabai út			
*	6000	Kecskemét	Budai út				6000	Kecskemét	Budai utca			
*	6000	Kecskemét	Csányi u.	*			6000	Kecskemét	Csányi utca	*		
*	6000	Kecskemét	Dunaföldvár út	*			6000	Kecskemét	Dunaföldvári út	*		
*	6000	Kecskemét	Izsáki utca	*			6000	Kecskemét	Izsáki út	*		
*	6000	Kecskemét	Izsáki út	12 A			6000	Kecskemét	Izsáki út	12/a		
*	6000	Kecskemét	Kiskunfélegyházi út	*			6000	Kecskemét	Kiskunfélegyházai út	*		
*	6000	Kecskemét	Március 15.  utca	5/A			6000	Kecskemét	Március 15. utca	5/a		
*	6000	Kecskemét	Nagykőrösi út	*			6000	Kecskemét	Nagykőrösi utca	*		
*	6000	Kecskemét	Nagykőrösi út	9/A			6000	Kecskemét	Nagykőrösi utca	9/a		
*	6000	Kecskemét	Talfája utca	*			6000	Kecskemét	Talfája tanya	*		
hupostacso	6020	Kecskemét	Talfája tanya	1			6000	Kecskemét	Talfája tanya	1		
*	0	Kecskemét	44-es számú főút				6000	Kecskemét	44. számú főközlekedési út			
hupostapo	6001	Kecskemét	Kecskeméti utca	41			6001	Kecskemét	Kecskeméti út	41		
hupostapo	6001	Kecskemét	Talfája utca	1			6001	Kecskemét	Talfája tanya	1		
hupostapo	6006	Kecskemét	Széchenyi sétány	5			6006	Kecskemét	Széchenyi István sétány	5		
*	6031	Szentkirály	Kossuth utca	25/C			6031	Szentkirály	Kossuth Lajos utca	25/c		
*	6634	Helvécia	Áruház utca	*			6034	Helvécia	Áruház utca	*		
*	0	Lajosmizse	Dózsa György út	*			6050	Lajosmizse	Dózsa György út	*		
*	6050	Lajosmizse	DÓZSA GYÖRGY út	*			6050	Lajosmizse	Dózsa György út	*		
*	6050	Lajosmizse	50.sz. út	jobb oldal			6050	Lajosmizse	5. számú főközlekedési út			
*	6050	Lajosmizse	50. számú főközlekedési út				6050	Lajosmizse	5. számú főközlekedési út			
*	6060	Tiszakécske	Szolnoki utca				6060	Tiszakécske	Szolnoki út			
*	6060	Tiszakécske	Szolnoki út	.			6060	Tiszakécske	Szolnoki út			
*	6060	Tiszakécske	Béke tér	*			6060	Tiszakécske	2610909	*		
hupostapo	6061	Tiszakécske	Béke tér	1			6061	Tiszakécske	2610909	1		
*	6065	Lakitelek	Széchenyi körút	*			6065	Lakitelek	Széchenyi István körút	*		
*	6065	Lakitelek	Zrínyi utca	*			6065	Lakitelek	Zrínyi Miklós utca	*		
*	6076	Ágasegyháza	Kossuth utca	*			6076	Ágasegyháza	Kossuth út	*		
*	6077	Orgovány	Kossuth Lajos út	*			6077	Orgovány	Kossuth Lajos utca	*		
*	6080	Szabadszállás	Kossuth Lajos út	*			6080	Szabadszállás	Kossuth Lajos utca	*		
*	6085	Fülöpszállás	Bajcsy-Zsilinszky utca	*			6085	Fülöpszállás	Bajcsy-Zsilinszky Endre utca	*		
*	6087	Dunavecse	Fő út	*			6087	Dunavecse	Fő utca	*		
*	0	Dunavecse	Fő út 120. 510 számú fő út				6087	Dunavecse	Fő utca	120		
*	6090	Kunszentmiklós	Damjanich utca	*			6090	Kunszentmiklós	Damjanich János utca	*		
*	6090	Kunszentmiklós	Rákóczi Ferenc út	*			6090	Kunszentmiklós	Rákóczi Ferenc utca	*		
*	6098	Tass	Rácz L. utca	*			6098	Tass	Rácz László utca	*		
*	6100	Kiskunfélegyháza	Darvas József tér	*			6100	Kiskunfélegyháza	Darvas tér	*		
*	6100	Kiskunfélegyháza	Kossuth utca	*			6100	Kiskunfélegyháza	Kossuth Lajos utca	*		
*	6100	Kiskunfélegyháza	Petőfi Sándor u.	*			6100	Kiskunfélegyháza	Petőfi utca	*		
*	6100	Kiskunfélegyháza	szegedi út				6100	Kiskunfélegyháza	Szegedi út			
hupostapo	6102	Kiskunfélegyháza	Kossuth utca	16			6102	Kiskunfélegyháza	Kossuth Lajos utca	16		
*	0	Petőfiszállás	M5 autópálya	*			6113	Petőfiszállás	M5 autópálya	*		
*	6120	Kiskunmajsa	Félegyházi út	*			6120	Kiskunmajsa	Félegyházi utca	*		
*	6135	Csólyospálos	Kossuth utca	*			6135	Csólyospálos	Kossuth Lajos utca	*		
*	6200	Kiskőrös	Dózsa György út	*			6200	Kiskőrös	Dózsa György utca	*		
*	6200	Kiskőrös	Kossuth Lajos utca	*			6200	Kiskőrös	Kossuth Lajos út	*		
*	6200	Kiskőrös	Petőfi tér	*			6200	Kiskőrös	Petőfi Sándor tér	*		
*	6200	Kiskőrös	Petőfi Sándor út	*			6200	Kiskőrös	Petőfi Sándor utca	*		
*	6224	Tabdi	Kossuth Lajos utca	*			6224	Tabdi	Kossuth utca	*		
*	6230	Soltvadkert	HALASI út	*			6230	Soltvadkert	2654427	*		
*	6623	Bócsa	III. körzet	*			6235	Bócsa	III. körzet	*		
*	6237	Kecel	Császártöltési utca	*			6237	Kecel	Császártöltési út	*		
*	6300	Kalocsa	Bányai út	*			6300	Kalocsa	Bátyai út	*		
*	6300	Kalocsa	Negyvennyolcas út				6300	Kalocsa	Negyveni út			
*	6300	Kalocsa	Széchenyi út	*			6300	Kalocsa	Széchenyi utca	*		
*	6300	Kalocsa	Szent István király utca	*			6300	Kalocsa	Szent István király út	*		
*	6300	Kalocsa	Szent István út	*			6300	Kalocsa	Szent István király út	*		
*	6300	Kalocsa	I.Istvan kiraly utca	57/A			6300	Kalocsa	Szent István király út	57/a		
*	6300	Kalocsa	Szent István király utca	57/A			6300	Kalocsa	Szent István király út	57/a		
*	6320	Solt	Vecsei utca	*			6320	Solt	Vecsei út	*		
*	6325	Dunatetétlen	Rákóczi utca	*			6325	Dunatetétlen	Rákóczi Ferenc utca	*		
*	6328	Dunapataj	Ordasi út	*			6328	Dunapataj	Ordasi utca	*		
*	6333	Dunaszentbenedek	Kossuth utca	*			6333	Dunaszentbenedek	Kossuth Lajos utca	*		
*	6334	Géderlak	Kossuth utca	*			6334	Géderlak	Kossuth Lajos utca	*		
*	6344	Hajós	Jókai utca	*			6344	Hajós	Jókai Mór utca	*		
*	6344	Hajós	Szigeti Fő utca	*			6344	Hajós	Szigeti főutca	*		
*	6346	Sükösd	Dózsa György út	*			6346	Sükösd	Dózsa György utca	*		
*	6347	Érsekcsanád	Dózsa György utca	*			6347	Érsekcsanád	Dózsa György út	*		
*	6400	Kiskunhalas	Kossuth Lajos utca	*			6400	Kiskunhalas	Kossuth utca	*		
*	6423	Kelebia	Bajcsy-Zsilinszky utca	*			6423	Kelebia	Bajcsy-Zsilinszky Endre utca	*		
*	6424	Csikéria	Kossuth utca	*			6424	Csikéria	Kossuth Lajos utca	*		
*	6430	Bácsalmás	Gróf Széchenyi utca	*			6430	Bácsalmás	Gróf Széchenyi István utca	*		
*	6440	Jánoshalma	Rákóczi utca	*			6440	Jánoshalma	Rákóczi Ferenc utca	*		
*	6440	Jánoshalma	Rákóczi út	*			6440	Jánoshalma	Rákóczi Ferenc utca	*		
*	6446	Rém	Petőfi utca	*			6446	Rém	Petőfi Sándor utca	*		
*	6448	Csávoly	Petőfi utca	*			6448	Csávoly	Petőfi Sándor utca	*		
*	6451	Tataháza	Kossuth utca	*			6451	Tataháza	Kossuth Lajos utca	*		
*	6453	Bácsbokod	Hunyadi utca	*			6453	Bácsbokod	Hunyadi János utca	*		
*	6455	Katymár	Szent István utca	*			6455	Katymár	Szent István király utca	*		
*	6500	Baja	Bajcsy-Zsilinszky utca	*			6500	Baja	Bajcsy-Zsilinszky Endre utca	*		
hupostacso	6501	Baja	Gránátos utca	11			6500	Baja	Gránátos utca	11		
*	6500	Baja	Petőfi-sziget. Május 1. sétány				6500	Baja	Május 1. sétány			
*	6500	Baja	Szabadság út	*			6500	Baja	Szabadság utca	*		
*	6500	Baja	Vörösmarty utca 5. A épület	1			6500	Baja	Vörösmarty Mihály utca	5/a		
hupostapo	6502	Baja	Szabadság út	77			6502	Baja	Szabadság utca	77		
*	6501	Baja	Dózsa György út	126-130			6503	Baja	Dózsa György út	126-130		
hupostapo	6503	Baja	Dózsa György utca	161			6503	Baja	Dózsa György út	161		
*	6500	Baja	Dózsa György utca	97			6503	Baja	Dózsa György út	97		
*	6513	Dunafalva	Kossuth utca	*			6513	Dunafalva	Kossuth Lajos utca	*		
*	6524	Dávod	Petőfi utca	*			6524	Dávod	Petőfi Sándor utca	*		
*	6528	Bátmonostor	Kossuth utca	*			6528	Bátmonostor	Kossuth Lajos utca	*		
*	0	Szentes	Attila út	*			6600	Szentes	Attila út	*		
*	6600	Szentes	Kolozsvári utca	*			6600	Szentes	Kolozsvár utca	*		
hupostapo	6601	Szentes	Kossuth utca	3			6601	Szentes	Kossuth Lajos utca	3		
hupostapo	6602	Szentes	Kolozsvári út	2			6602	Szentes	Kolozsvár utca	2		
hupostapo	6603	Szentes	Rákóczi utca	107			6603	Szentes	Rákóczi Ferenc utca	107		
*	6621	Derekegyház	Kossuth utca	*			6621	Derekegyház	Kossuth Lajos utca	*		
*	6636	Mártély	Fő út	*			6636	Mártély	Fő utca	*		
*	6646	Tömörkény	Petőfi utca	*			6646	Tömörkény	Petőfi Sándor utca	*		
*	6710	Szeged	Kapisztrán utca	*			6710	Szeged	Kapisztrán út	*		
hupostapo	6718	Szeged	Hargita utca	60			6718	Szeged	Hargitai utca	60		
*	6720	Szeged	Kiss Menyhért u.	*			6720	Szeged	Kiss Menyhért utca	*		
*	6723	Szeged	Tisza Lajos körút	41			6722	Szeged	Tisza Lajos körút	41		
*	6723	Szeged	Vízi Sport Egyesület Felső Tisza part				6723	Szeged	Felső Tisza part			
*	6723	Szeged	Makkosházi krt.	*			6723	Szeged	Makkosházi körút	*		
*	6727	Szeged	Kossuth Lajos sugárút	68			6724	Szeged	Kossuth Lajos sugárút	68		
*	6724	Szeged	Londoni krt	3			6724	Szeged	Londoni körút	3		
hupostacso	6780	Szeged	Rókusi körút	42-64			6724	Szeged	Rókusi körút	42-64		
*	6725	Szeged	Vásárhelyi Pál út	*			6724	Szeged	Vásárhelyi Pál utca	*		
*	6724	Szeged	Vásárhelyi Pál út	25444 HRSZ			6724	Szeged	Vásárhelyi Pál utca		25444	
*	6725	Szeged	SZENT FERENC utca	*			6725	Szeged	Szent Ferenc utca	*		
*	6729	Szeged	Algyői út	67			6727	Szeged	Algyői út	67		
*	6701	Szeged	Dorozsmai út	16			6728	Szeged	Dorozsmai út	16		
*	6728	Szeged	Kereskedő köz 1 A épület				6728	Szeged	Kereskedő köz	1/a		
*	6728	Szeged	Zápor utca	*			6728	Szeged	Zápor út	*		
*	6729	Szeged	Napfénypark Szabadkai út	*			6729	Szeged	Szabadkai út	*		
*	6729	Szeged	Szabadkai utca	*			6729	Szeged	Szabadkai út	*		
*	6750	Szeged	Egészségház utca	*			6750	Algyő	Egészségház utca	*		
*	6758	Röszke	Felszabadulás utca	*			6758	Röszke	Fő utca	*		
*	6760	Kistelek	Kossuth utca	*			6760	Kistelek	Kossuth Lajos utca	*		
*	6760	Kistelek	5. számú főközlekedési út jobb oldal				6760	Kistelek	5. számú főközlekedési út			
*	6763	Szatymaz	M5 autópálya 151,5 km bal oldal				6763	Szatymaz	M5 autópálya			
*	6763	Szatymaz	M5 autópálya 151,5 km jobb oldal				6763	Szatymaz	M5 autópálya			
*	6764	Balástya	M5 147km - Family hotel				6764	Balástya	M5 autópálya			
*	6768	Baks	Fő út	*			6768	Baks	Fő utca	*		
*	6774	Ferencszállás	Szegedi utca	*			6774	Ferencszállás	Szegedi út	*		
*	6782	Mórahalom	István király utca	10/A			6782	Mórahalom	István király út	10/a		
*	6782	Mórahalom	Milleniumi sétány	*			6782	Mórahalom	Millenniumi sétány	*		
*	6782	Mórahalom	Szegedi utca	*			6782	Mórahalom	Szegedi út	*		
*	6784	Öttömös	Petőfi út	*			6784	Öttömös	Petőfi utca	*		
*	6792	Zsombó	Gárdonyi Géza utca	*			6792	Zsombó	Gárdonyi utca	*		
*	6794	Üllés	Dorozsmai utca	*			6794	Üllés	Dorozsmai út	*		
*	6795	Bordány	Kossuth utca	*			6795	Bordány	Kossuth Lajos utca	*		
*	6975	Bordány	Park tér	*			6795	Bordány	Park tér	*		
*	6800	Hódmezővásárhely	Deák F. u.	*			6800	Hódmezővásárhely	Deák Ferenc utca	*		
*	6800	Hódmezővásárhely	Dózsa György utca	*			6800	Hódmezővásárhely	Dózsa György útja	*		
*	6800	Hódmezővásárhely	Dr Rapcsák András utca	*			6800	Hódmezővásárhely	Dr. Rapcsák András út	*		
*	6800	Hódmezovásárhely	Hódtó utca	*			6800	Hódmezővásárhely	Hódtó utca	*		
*	6800	Hódmezővásárhely	Hódtó út	*			6800	Hódmezővásárhely	Hódtó utca	*		
*	6800	Hódmezővásárhely	Stadion/Piac park				6800	Hódmezővásárhely	Piac park			
*	6800	Hódmezővásárhely	Szántó Kovács János út	*			6800	Hódmezővásárhely	Szántó Kovács János utca	*		
*	0	Hódmezővásárhely	Szántó Kovács János utca	*			6800	Hódmezővásárhely	Szántó Kovács János utca	*		
*	0	Kopáncs	47-es számú főút				6800	Hódmezővásárhely	47. számú főközlekedési út			
hupostapo	6804	Hódmezővásárhely	Jókai út	58			6804	Hódmezővásárhely	Jókai utca	58		
*	6806	Hódmezővásárhely	Fő út	*			6806	Hódmezővásárhely	Fő utca	*		
*	6900	Makó	Aradi út	*			6900	Makó	Aradi utca	*		
*	6900	Makó	Ipari park				6900	Makó	Ipari parki út			
*	6900	Makó	Kossuth Lajos utca				6900	Makó	Kossuth utca			
*	6915	Csanádalberti	Fő utca	*			6915	Csanádalberti	Fő út	*		
*	6916	Ambrózfalva	Dózsa utca	*			6916	Ambrózfalva	Dózsa György utca	*		
*	7000	Sárbogárd	Ady Endre utca	*			7000	Sárbogárd	Ady Endre út	*		
*	7003	Sárbogárd	Köztársaság út	*			7003	Sárbogárd	Köztársaság utca	*		
*	7000	Sárbogárd	Köztársaság út	*			7003	Sárbogárd	Köztársaság utca	*		
*	7000	Sárbogárd	Köztársaság utca	*			7003	Sárbogárd	Köztársaság utca	*		
*	7013	Cece	Deák Ferenc út	*			7013	Cece	Deák Ferenc utca	*		
*	7014	Sáregres	Kossuth utca	*			7014	Sáregres	Kossuth Lajos utca	*		
*	7020	Dunaföldvár	előszállási út				7020	Dunaföldvár	Előszállási út			
*	7020	Dunaföldvár	Jobbágyősök utca	*			7020	Dunaföldvár	Jobbágyősök útja	*		
*	7020	Dunaföldvár	Paksi út	125/A			7020	Dunaföldvár	Paksi utca	125/a		
*	0	Dunaföldvár	Vak Bottyán tér	*			7020	Dunaföldvár	Vak Bottyán tér	*		
*	7020	Dunaföldvár	6-os út				7020	Dunaföldvár	6. számú főközlekedési út			
*	7030	Paks	Barátság útja	*			7030	Paks	Barátság utca	*		
*	7050	Paks	Dózsa György út	*			7030	Paks	Dózsa György út	*		
*	7030	Paks	Dózsa György utca	*			7030	Paks	Dózsa György út	*		
*	7030	Paks	Építők utca  1. üzletsor				7030	Paks	Építők útja	1		
hupostapo	7031	Paks	Dózsa György utca	30-32			7031	Paks	Dózsa György út	30-32		
*	7042	Pálfa	Kossuth utca	*			7042	Pálfa	Kossuth Lajos utca	*		
*	7044	Nagydorog	Kossuth Lajos utca	*			7044	Nagydorog	Kossuth utca	*		
*	7044	Nagydorog	Vasvári P. utca	*			7044	Nagydorog	Vasvári utca	*		
*	7051	Kajdacs	Kossuth Lajos út	*			7051	Kajdacs	Kossuth Lajos utca	*		
*	7064	Gyönk	Dózsa György tér	*			7064	Gyönk	Dózsa tér	*		
*	7084	Pincehely	Kossuth Lajos út	*			7084	Pincehely	Kossuth Lajos utca	*		
*	7086	Ozora	Mártírok utca	*			7086	Ozora	Mártírok útja	*		
*	7087	Fürged	Kossuth utca	*			7087	Fürged	Kossuth Lajos utca	*		
*	7090	Tamási	Garai utca	*			7090	Tamási	Garay utca	*		
*	7090	Tamási	Kossuth tér	*			7090	Tamási	Kossuth Lajos tér	*		
*	7090	Tamási	Szabadság utca	*			7090	Tamási	Szabadság út	*		
*	7090	Tamási	Szabadság utca				7090	Tamási	Szabadság út			
*	7090	Tamási	Zrínyi utca	3/A			7090	Tamási	Zrínyi Miklós utca	3/a		
*	7099	Felsőnyék	Kossuth Lajos utca	*			7099	Felsőnyék	Kossuth utca	*		
*	7110	Szekszárd	Arany János utca	*			7100	Szekszárd	Arany János utca	*		
*	7110	Szekszárd	Béri Balogh Ádám utca	*			7100	Szekszárd	Béri Balogh Ádám utca	*		
*	7100	Szekszárd	Béri Balogh Á utca	*			7100	Szekszárd	Béri Balogh Ádám utca	*		
*	7100	Szekszárd	Csokonay utca	*			7100	Szekszárd	Csokonai utca	*		
*	7110	Szekszárd	Kölcsey lakótelep	*			7100	Szekszárd	Kölcsey lakótelep	*		
*	7100	Szekszárd	Kölcsey utca	*			7100	Szekszárd	Kölcsey lakótelep	*		
*	7056	Szekszárd	M6 I. jobb oldal				7100	Szekszárd	M6 autópálya			
*	7056	Szekszárd	M6 II. bal oldal				7100	Szekszárd	M6 autópálya			
*	7100	Szekszard	Palánki utca	*			7100	Szekszárd	Palánki út	*		
*	7110	Szekszárd	Pollack Mihály utca	*			7100	Szekszárd	Pollack Mihály utca	*		
*	7100	Szekszárd	Széchenyi út	*			7100	Szekszárd	Széchenyi utca	*		
*	7100	Szekszárd	dr. Szentgáli Gyula utca	*			7100	Szekszárd	Szentgáli Gyula utca	*		
*	7100	Szekszárd	Tartsay utca	*			7100	Szekszárd	Tartsay Vilmos utca	*		
*	7110	Szekszárd	Tartsay Vilmos utca	*			7100	Szekszárd	Tartsay Vilmos utca	*		
*	7100	Szekszárd	Tartsay út	*			7100	Szekszárd	Tartsay Vilmos utca	*		
*	7121	Szálka	Táncsics út	*			7121	Szálka	Táncsics Mihály utca	*		
*	7130	Tolna	Deák utca	*			7130	Tolna	Deák Ferenc utca	*		
*	7132	Bogyiszló	Kossuth utca	*			7132	Bogyiszló	Kossuth Lajos utca	*		
*	7132	Bogyiszló	Petőfi utca	*			7132	Bogyiszló	Petőfi Sándor utca	*		
*	7140	Bátaszék	BAJAI u	*			7140	Bátaszék	Bajai út	*		
*	7140	Bátaszék	Budai út	*			7140	Bátaszék	Budai utca	*		
*	7143	Őcsény	Kazinczy utca	*			7143	Őcsény	Kazinczy Ferenc utca	*		
*	7144	Decs	Ady utca	*			7144	Decs	Ady Endre utca	*		
*	7144	Decs	Bélyei utca	*			7144	Decs	Bélyei Tamás utca	*		
*	7144	Decs	Petőfi utca	*			7144	Decs	Petőfi Sándor utca	*		
*	7150	Bonyhád	Kossuth utca				7150	Bonyhád	Kossuth Lajos utca			
hupostapo	7153	Bonyhád	Fáy András lakótelep	36			7153	Bonyhád	Fáy lakótelep	36		
*	7161	Cikó	Iskola út	*			7161	Cikó	Iskola tér	*		
*	7173	Zomba	Rákóczi utca	*			7173	Zomba	Rákóczi Ferenc utca	*		
hupostapo	7187	Bonyhád	Majos utca	40			7187	Bonyhád	V. utca	40		
*	7191	Hőgyész	Zrinyi utca	*			7191	Hőgyész	Zrínyi utca	*		
*	7192	Szakály	Fő utca	*			7192	Szakály	Fő út	*		
*	7200	Dombóvár	Hunyadi János tér	*			7200	Dombóvár	Hunyadi tér	*		
*	7200	Dombóvár	Hunyadi János tér	20/B			7200	Dombóvár	Hunyadi tér	20/b		
*	7226	Kurd	Rákóczi tér	*			7226	Kurd	Rákóczi Ferenc tér	*		
*	7300	Komló	Pécsi utca				7300	Komló	Pécsi út			
*	7332	Magyaregregy	Kossuth Lajos utca	*			7332	Magyaregregy	Kossuth utca	*		
*	7346	Bikal	Zrínyi utca	*			7346	Bikal	Zrínyi Miklós utca	*		
*	7349	Szászvár	Május 1 tér	*			7349	Szászvár	Május 1. tér	*		
*	7349	Szászvár	Vásártér utca	*			7349	Szászvár	2760944	*		
hupostapo	7355	Nagymányok	Petőfi utca	69/A			7355	Nagymányok	Petőfi Sándor utca	69/a		
*	7361	Kaposszekcső	Táncsics utca	*			7361	Kaposszekcső	Táncsics Mihály utca	*		
*	7370	Sásd	Rákóczi utca	*			7370	Sásd	Rákóczi Ferenc út	*		
humolfu	7370	Sásd	Noszlopy Gáspár utca				7370	Sásd	Szent Imre út			
*	7391	Mindszentgodisa	Kossuth utca	*			7391	Mindszentgodisa	Kossuth Lajos utca	*		
*	7394	Magyarhertelend	Petőfi utca	*			7394	Magyarhertelend	Petőfi Sándor utca	*		
*	7400	Kaposvár	Achim András utca	*			7400	Kaposvár	Áchim András utca	*		
*	0	Kaposvár	7400 Kaposvár, Árpád út	*			7400	Kaposvár	Árpád utca	*		
*	7400	Kaposvár	Bereck S. u.	*			7400	Kaposvár	Bereczk Sándor utca	*		
*	7400	Kaposvár	Berzsenyi utca	*			7400	Kaposvár	Berzsenyi Dániel utca	*		
*	7400	Kaposvár	Berzsenyi út	*			7400	Kaposvár	Berzsenyi Dániel utca	*		
*	7400	Kaposvar	Berzsenyi dániel utca				7400	Kaposvár	Berzsenyi Dániel utca			
*	7400	Kaposvár	Guba Sándor út		3628/28		7400	Kaposvár	Dr. Guba Sándor utca		3628/28	
*	7400	Kaposvár	Guba Sándor utca	3628/28 HRSZ			7400	Kaposvár	Dr. Guba Sándor utca		3628/28	
*	7400	Kaposvár	Fő u.	*			7400	Kaposvár	Fő utca	*		
*	7401	Kaposvár	Fő utca	48			7400	Kaposvár	Fő utca	48		
*	7400	Kaposvár	Petőfi tér	*			7400	Kaposvár	Petőfi Sándor tér	*		
hupostacso	7420	Kaposvár	Petőfi utca	56			7400	Kaposvár	Petőfi Sándor utca	56		
hupostapo	7405	Kaposvár	Frankel Leó út	1			7405	Kaposvár	Frankel Leó utca	1		
hupostapo	7406	Kaposvár	Petőfi utca	56			7406	Kaposvár	Petőfi Sándor utca	56		
hupostapo	7407	Kaposvár	Szondi utca	3-5			7407	Kaposvár	Szondi György utca	3-5		
*	7452	Somogyaszaló	Kosuth Lajos utca	*			7452	Somogyaszaló	Kossuth Lajos utca	*		
*	7471	Zimány	Kosuth utca	*			7471	Zimány	Kossuth Lajos utca	*		
*	7478	Bárdudvarnok	Bárd utca	*			7478	Bárdudvarnok	Bárd lakótelep	*		
*	7500	Nagyatád	Árpád út	*			7500	Nagyatád	Árpád utca	*		
*	7500	Nagyatád	Bajcsy-Zsilinszky utca	1/A			7500	Nagyatád	Bajcsy-Zsilinszky Endre utca	1/a		
*	7500	Nagyatád	Szabadság utca	*			7500	Nagyatád	Szabadság út	*		
*	7500	Nagyatád	Szabadság utca				7500	Nagyatád	Szabadság út			
*	7500	Nagyatád	Zrínyi utca				7500	Nagyatád	Zrínyi Miklós utca			
*	7515	Somogyudvarhely	Jókai utca	*			7515	Somogyudvarhely	Jókai Mór utca	*		
*	7521	Kaposmérő	Hunyadi utca	*			7521	Kaposmérő	Hunyadi János utca	*		
*	7524	Kiskorpád	Petőfi Sándor utca	*			7524	Kiskorpád	Petőfi utca	*		
*	7530	Kadarkút	Kaposvári utca				7530	Kadarkút	2949544			
*	7535	Lad	Petőfi Sándor utca	*			7535	Lad	Petőfi utca	*		
*	7541	Kutas	Petőfi Sándor utca	*			7541	Kutas	Petőfi utca	*		
*	7544	Szabás	Fő út	*			7544	Szabás	Fő utca	*		
*	7561	Nagybajom	JÁKÓI u	*			7561	Nagybajom	Jákói utca	*		
*	7562	Segesd	Dózsa tér				7562	Segesd	Dózsa utca			
*	7562	Segesd	Kossuth utca	*			7562	Segesd	Kossuth Lajos utca	*		
*	7584	Babócsa	Kossuth Lajos utca	*			7584	Babócsa	Kossuth utca	*		
hupostapo	7607	Pécs	Zsolnay Vilmos út	103			7607	Pécs	Zsolnay Vilmos utca	103		
hupostapo	7615	Pécs	Szigeti vám 	1			7615	Pécs	2949613	1		
*	7621	Pécs	Irgalmasok u.	*			7621	Pécs	Irgalmasok utcája	*		
*	7623	Pécs	Bajcsy-Zsilinszky utca	*			7622	Pécs	Bajcsy-Zsilinszky utca	*		
*	7626	Pécs	Bajcsy-Zsilinszky utca	*			7622	Pécs	Bajcsy-Zsilinszky utca	*		
*	7622	Pécs	Bajcsy Zsilinszky utca	*			7622	Pécs	Bajcsy-Zsilinszky utca	*		
*	7622	Pécs	Bajcsy-Zsilinszky út	*			7622	Pécs	Bajcsy-Zsilinszky utca	*		
hupostacso	7680	Pécs	Indóház tér	6			7623	Pécs	Indóház tér	6		
*	7635	Pécs	Bálicsi utca	3			7624	Pécs	Bálicsi út	3		
*	7626	Pécs	Ifjúság utca	7/A			7624	Pécs	Ifjúság útja	7/a		
*	7630	Pécs	Felsővámház utca	*			7626	Pécs	Felsővámház utca	*		
*	7622	Pécs	Király utca	78			7626	Pécs	Király utca	78		
*	7627	Pécs	Rákóczi utca	69-71			7626	Pécs	Rákóczi út	69-71		
*	7630	Pécs	Hajnal utca	*			7627	Pécs	Hajnal utca	*		
*	7630	Pécs	Hársfa utca	120			7627	Pécs	Hársfa út	120		
*	7628	Pécs	Komlói út	63/C			7629	Pécs	Komlói út	63/c		
*	7632	Pécs	Zsolnay Vilmos utca	41-43			7629	Pécs	Zsolnay Vilmos utca	41-43		
*	7630	Pécs	Budai vám	*			7630	Pécs	Budai Vám	*		
*	7630	Pécs	Mohácsi utca	*			7630	Pécs	Mohácsi út	*		
*	7630	Pécs	Nagykozári utca	*			7630	Pécs	Nagykozári út	*		
*	7630	Pécs	Pécsváradi utca	*			7630	Pécs	Pécsváradi út	*		
*	7632	Pécs	Zsolnay Vilmos utca	4			7630	Pécs	Zsolnay Vilmos utca	4		
*	7630	Pécs	Zsolnay út	50			7630	Pécs	Zsolnay Vilmos utca	50		
*	7630	Pécs	Zsolnay utca	8			7630	Pécs	Zsolnay Vilmos utca	8		
*	7631	Pécs	Kincses utca	*			7631	Pécs	Kincses út	*		
*	7632	Pécs	Aidinger J utca	*			7632	Pécs	Aidinger János út	*		
*	7632	Pécs	Árnyas liget utca	*			7632	Pécs	Árnyas liget	*		
hupostacso	7680	Pécs	Csontváry utca	2			7632	Pécs	Csontváry utca	2		
*	7632	Pécs	Enyezd utca	*			7632	Pécs	Enyezd út	*		
*	7632	Pécs	Fülep L utca	*			7632	Pécs	Fülep Lajos utca	*		
*	7632	Pécs	Lahti út	*			7632	Pécs	Lahti utca	*		
*	7600	Pécs	Lahti utca				7632	Pécs	Lahti utca			
*	7632	Pécs	Maléter Pál út	21169 HRSZ			7632	Pécs	Maléter Pál út		21169	
*	7621	Pécs	Megyeri út	76			7632	Pécs	Megyeri út	76		
*	7622	Pécs	Siklósi út	45			7632	Pécs	Siklósi út	45		
